id,netgain
3484,True
3496,False
3500,False
3504,False
3508,False
3513,False
3514,False
3529,False
3531,False
3540,False
3566,False
3579,False
3584,True
3596,False
3597,False
3600,True
3605,False
3607,False
3610,False
3619,False
3621,False
3622,False
3626,False
3627,False
3645,False
3650,False
3662,True
3664,True
3667,False
3669,False
3674,False
3676,False
3690,False
3697,False
3699,True
3701,False
3705,False
3715,False
3717,False
3725,False
3727,False
3741,False
3742,False
3748,False
3749,False
3751,False
3752,False
3757,False
3758,False
3760,False
3763,False
3774,False
3783,False
3787,False
3802,True
3803,False
3811,False
3813,False
3816,True
3818,False
3826,False
3833,False
3838,False
3854,False
3859,False
3864,True
3868,False
3874,False
3885,False
3888,False
3895,False
3912,True
3918,False
3923,False
3924,False
3928,False
3943,False
3950,True
3951,False
3972,False
3973,False
3979,False
3985,False
3986,True
4002,False
4031,False
4042,False
4047,False
4061,False
4068,False
4070,False
4072,False
4075,False
4076,False
4078,False
4079,False
4089,False
4090,False
4104,False
4150,False
4154,False
4157,False
4160,True
4162,False
4171,False
4175,False
4176,False
4177,False
4179,False
4184,False
4186,False
4195,False
4199,False
4203,False
4205,False
4208,False
4215,False
4221,False
4222,False
4226,False
4232,False
4235,False
4237,False
4242,False
4246,False
4251,False
4252,False
4260,False
4261,False
4268,False
4273,False
4275,False
4276,False
4278,False
4288,False
4289,False
4295,False
4306,False
4308,False
4310,False
4321,False
4328,False
4329,False
4333,False
4334,False
4338,False
4339,False
4341,False
4342,False
4350,False
4351,False
4352,False
4354,False
4357,False
4358,False
4361,False
4362,False
4367,False
4379,False
4384,False
4390,False
4398,False
4405,False
4406,False
4415,False
4418,False
4420,False
4423,False
4445,False
4447,False
4458,False
4464,False
4465,False
4471,False
4475,False
4489,False
4493,False
4496,False
4505,False
4506,False
4507,False
4509,False
4524,False
4535,False
4539,False
4542,False
4546,False
4547,False
4548,False
4550,False
4556,True
4559,False
4571,False
4577,False
4581,False
4585,True
4587,False
4588,False
4597,False
4602,False
4605,False
4609,False
4618,False
4620,False
4623,False
4624,False
4626,False
4637,False
4651,False
4655,False
4662,True
4664,False
4675,False
4678,False
4681,False
4682,False
4683,False
4687,False
4691,False
4693,False
4694,True
4695,True
4697,False
4710,False
4718,False
4719,False
4727,False
4729,False
4744,False
4748,False
4749,False
4753,False
4756,False
4757,True
4758,False
4760,False
4761,False
4790,True
4791,False
4795,False
4817,False
4818,False
4823,False
4825,True
4826,False
4828,False
4832,False
4849,False
4852,False
4854,False
4855,False
4861,False
4863,False
4870,False
4873,False
4876,True
4882,False
4885,False
4893,False
4896,False
4897,True
4906,False
4911,False
4912,False
4918,False
4919,False
4928,False
4935,False
4941,False
4942,False
4943,False
4944,False
4946,False
4962,False
4964,False
4965,False
4966,False
4972,False
4973,False
5000,False
5002,False
5008,False
5009,False
5013,False
5015,False
5018,False
5023,False
5024,False
5025,False
5026,False
5040,True
5042,False
5057,False
5058,False
5060,False
5063,False
5065,False
5066,True
5072,False
5073,False
5087,True
5094,False
5097,False
5098,True
5105,False
5106,False
5107,False
5126,False
5131,False
5135,False
5140,False
5144,False
5152,False
5154,False
5155,False
5162,False
5172,False
5173,False
5177,False
5178,False
5187,False
5190,True
5198,False
5209,False
5211,False
5220,False
5224,True
5234,False
5239,False
5251,False
5252,False
5266,False
5273,False
5286,False
5288,False
5291,False
5294,False
5310,False
5314,True
5320,False
5321,False
5325,False
5335,False
5340,False
5344,False
5351,False
5357,False
5360,False
5365,True
5366,False
5371,False
5373,False
5375,False
5376,False
5378,False
5382,True
5383,False
5386,True
5389,False
5398,False
5403,False
5406,False
5407,False
5408,False
5415,False
5418,False
5429,True
5435,False
5437,False
5444,True
5445,True
5446,False
5447,False
5449,False
5458,False
5467,False
5472,True
5473,False
5477,False
5483,True
5487,False
5498,False
5501,False
5502,False
5513,False
5515,False
5522,False
5539,False
5543,False
5545,False
5558,False
5559,False
5562,False
5565,False
5567,False
5569,False
5571,False
5572,False
5574,False
5577,False
5583,False
5587,False
5589,False
5594,False
5598,True
5607,False
5611,False
5619,False
5625,False
5626,False
5629,False
5632,False
5633,True
5637,True
5642,False
5649,False
5652,False
5653,False
5654,False
5662,False
5664,True
5669,False
5673,False
5677,False
5678,False
5680,False
5687,False
5693,False
5694,False
5696,False
5697,False
5707,False
5714,False
5715,False
5716,False
5717,False
5720,False
5721,True
5723,False
5728,False
5730,False
5731,False
5743,True
5745,False
5749,False
5754,False
5769,False
5770,False
5779,False
5786,False
5813,False
5818,False
5820,True
5831,True
5835,False
5837,False
5844,False
5846,False
5847,False
5852,False
5853,False
5858,False
5864,False
5872,False
5876,False
5878,False
5889,False
5891,False
5905,False
5923,False
5925,False
5934,False
5938,False
5942,False
5943,False
5948,True
5968,False
5978,False
5980,True
5988,False
5994,False
5996,False
5997,False
6009,False
6010,False
6033,True
6038,False
6041,False
6042,False
6052,False
6054,False
6063,False
6073,False
6076,False
6079,False
6084,False
6096,False
6107,False
6112,False
6121,False
6123,False
6126,True
6134,False
6140,False
6143,False
6144,False
6146,True
6165,False
6171,False
6176,False
6184,True
6185,False
6188,False
6190,False
6194,False
6196,False
6199,False
6200,False
6203,False
6206,False
6210,False
6212,False
6216,False
6217,False
6227,False
6237,False
6247,False
6275,False
6278,False
6283,False
6288,False
6294,False
6297,True
6304,False
6321,False
6324,False
6325,False
6329,False
6344,False
6349,False
6352,False
6358,False
6360,False
6362,False
6363,False
6379,False
6390,False
6393,False
6395,False
6396,False
6398,False
6399,False
6404,False
6407,False
6412,False
6416,False
6421,False
6422,False
6429,False
6436,False
6438,False
6447,False
6452,False
6460,False
6461,False
6466,False
6469,False
6474,False
6475,False
6477,False
6479,False
6480,False
6481,False
6492,False
6494,False
6495,False
6503,False
6506,False
6509,False
6513,False
6516,False
6520,False
6524,False
6533,False
6535,False
6539,False
6540,False
6541,True
6547,False
6548,False
6549,False
6553,False
6554,False
6559,False
6560,False
6561,False
6563,False
6568,False
6571,False
6573,False
6579,True
6588,True
6596,False
6602,False
6604,False
6605,False
6613,False
6620,False
6631,False
6637,False
6650,False
6653,False
6658,False
6665,False
6673,False
6698,False
6700,False
6706,False
6713,False
6727,False
6745,False
6748,False
6756,False
6761,False
6772,False
6774,False
6784,False
6789,False
6791,False
6793,False
6794,False
6801,False
6804,False
6806,False
6809,False
6811,False
6812,False
6818,False
6827,True
6834,False
6836,False
6841,False
6846,True
6847,False
6850,False
6859,False
6862,False
6869,False
6873,False
6874,False
6880,False
6881,False
6883,False
6887,False
6895,False
6899,False
6900,True
6912,False
6913,False
6914,False
6925,False
6931,False
6935,False
6945,False
6946,False
6947,False
6951,False
6963,True
6964,False
6967,False
6968,False
6969,False
6974,False
6975,False
6984,False
6986,False
6987,False
6990,False
7002,False
7011,False
7014,False
7015,False
7020,False
7022,False
7036,False
7048,False
7051,False
7052,False
7053,False
7062,False
7066,False
7085,False
7086,False
7093,False
7094,False
7101,False
7108,False
7111,False
7116,False
7126,False
7127,False
7129,False
7137,False
7144,False
7158,False
7161,False
7162,False
7165,False
7167,True
7169,False
7173,False
7176,False
7178,False
7192,False
7193,True
7202,False
7208,False
7211,False
7212,False
7217,False
7226,False
7249,True
7250,True
7252,False
7253,False
7261,False
7262,False
7264,False
7265,False
7274,False
7275,False
7277,False
7278,False
7281,False
7282,False
7283,False
7284,True
7288,False
7290,False
7291,False
7295,False
7302,False
7305,False
7310,False
7332,False
7333,False
7340,True
7356,False
7367,False
7371,False
7374,False
7380,False
7382,False
7390,False
7393,False
7408,False
7412,False
7418,False
7420,False
7423,False
7432,False
7433,False
7437,False
7445,False
7448,False
7462,False
7473,False
7474,False
7477,False
7497,False
7510,False
7514,False
7522,True
7524,False
7526,False
7528,False
7539,False
7541,False
7544,False
7546,False
7548,False
7549,False
7552,False
7554,False
7559,False
7571,False
7573,False
7578,False
7589,False
7597,False
7604,True
7613,True
7616,False
7621,False
7622,False
7626,False
7628,False
7638,False
7651,False
7652,False
7654,False
7656,False
7661,False
7676,False
7677,False
7681,False
7689,False
7698,False
7700,True
7703,True
7705,True
7714,False
7717,False
7718,False
7725,False
7726,False
7730,False
7734,False
7735,False
7736,False
7750,False
7755,True
7772,False
7777,False
7778,False
7779,False
7782,False
7784,False
7787,False
7796,True
7805,False
7808,True
7818,False
7820,False
7844,False
7849,False
7861,False
7864,False
7879,False
7900,False
7906,False
7908,False
7910,False
7911,False
7913,False
7915,False
7925,False
7927,False
7929,False
7930,False
7936,False
7938,False
7944,False
7948,False
7949,False
7953,False
7983,False
7984,False
7985,False
7988,False
7998,False
8006,False
8010,False
8011,False
8019,True
8021,False
8026,True
8043,False
8046,True
8049,False
8050,False
8053,False
8055,False
8060,False
8065,False
8066,False
8072,False
8075,True
8076,False
8079,False
8087,False
8098,False
8099,False
8105,False
8106,False
8109,False
8112,False
8130,False
8132,False
8140,False
8142,False
8145,False
8147,False
8149,False
8150,False
8175,False
8193,False
8194,False
8207,False
8210,True
8211,False
8218,False
8229,True
8238,False
8242,False
8250,False
8252,False
8254,False
8255,False
8257,True
8270,False
8271,False
8272,False
8273,False
8277,False
8284,False
8294,False
8296,False
8304,False
8307,True
8310,False
8323,False
8334,False
8340,False
8354,False
8358,False
8364,False
8373,True
8376,False
8387,False
8388,False
8392,False
8404,False
8405,False
8409,False
8410,False
8415,True
8418,True
8421,False
8425,False
8431,False
8434,False
8438,False
8439,False
8443,False
8453,False
8454,False
8459,False
8468,False
8474,False
8478,False
8479,False
8484,False
8486,False
8489,False
8490,False
8491,True
8492,False
8496,False
8504,False
8505,False
8512,True
8520,False
8522,False
8523,False
8524,False
8525,False
8531,False
8533,False
8537,False
8543,False
8548,False
8549,False
8552,False
8554,False
8556,False
8558,True
8560,True
8562,False
8573,False
8577,False
8578,False
8580,False
8592,False
8599,False
8620,False
8622,False
8632,False
8640,False
8642,False
8645,False
8646,False
8650,False
8669,False
8670,False
8673,False
8680,False
8682,False
8685,False
8686,False
8693,False
8695,True
8698,False
8699,False
8708,False
8718,False
8726,False
8730,True
8731,False
8737,False
8748,False
8754,False
8760,True
8763,False
8765,False
8772,False
8779,False
8786,False
8803,False
8805,False
8809,False
8820,False
8827,False
8834,False
8835,False
8837,False
8838,False
8842,False
8853,False
8854,False
8856,False
8860,False
8868,False
8872,False
8879,False
8885,False
8894,False
8897,True
8898,False
8899,False
8900,False
8906,False
8909,False
8912,False
8921,False
8927,False
8930,False
8935,False
8936,False
8937,False
8939,False
8955,False
8956,False
8962,False
8963,False
8966,False
8968,False
8969,False
8976,False
8980,False
8982,False
8983,False
8986,False
9001,False
9003,False
9005,False
9008,False
9011,False
9014,False
9015,False
9017,False
9038,False
9039,False
9040,True
9042,False
9044,False
9050,True
9052,True
9058,False
9068,False
9071,False
9072,False
9078,False
9082,False
9084,False
9086,False
9094,False
9102,False
9108,False
9118,False
9123,False
9124,False
9126,False
9127,True
9135,False
9150,False
9160,False
9163,False
9165,False
9170,False
9176,False
9181,False
9186,False
9191,False
9194,False
9197,False
9199,False
9214,False
9215,False
9221,False
9223,False
9224,True
9228,False
9242,False
9243,False
9247,False
9252,False
9253,False
9257,False
9258,True
9265,False
9266,False
9286,False
9291,False
9297,False
9299,False
9300,False
9305,True
9308,False
9312,False
9314,False
9318,False
9326,False
9333,False
9337,False
9347,True
9353,False
9356,False
9361,False
9368,False
9372,False
9376,False
9381,False
9384,False
9389,False
9391,False
9403,False
9404,False
9414,False
9417,False
9422,True
9427,False
9430,False
9434,False
9437,False
9451,False
9458,False
9467,False
9471,False
9479,False
9480,False
9484,False
9494,False
9496,False
9503,True
9518,False
9525,False
9527,False
9529,False
9530,False
9532,False
9550,False
9552,False
9554,False
9555,False
9558,False
9560,False
9563,False
9564,False
9570,False
9571,True
9573,False
9586,False
9587,False
9592,False
9595,True
9597,False
9598,False
9607,False
9608,False
9609,False
9613,False
9619,False
9622,False
9624,False
9629,False
9634,False
9643,False
9645,False
9647,False
9651,False
9654,False
9656,False
9661,False
9670,False
9675,False
9678,False
9685,False
9687,True
9692,False
9696,False
9697,False
9699,False
9719,False
9722,False
9723,True
9725,True
9728,False
9732,False
9734,True
9744,False
9756,False
9758,False
9760,False
9766,False
9769,False
9770,False
9773,False
9776,False
9782,False
9785,False
9786,False
9789,False
9795,False
9799,False
9800,True
9810,False
9813,False
9816,False
9825,False
9832,False
9843,False
9849,True
9858,False
9862,False
9879,False
9883,False
9884,False
9886,False
9887,False
9888,False
9890,False
9895,False
9907,False
9911,False
9915,False
9923,False
9924,False
9928,True
9930,False
9932,False
9934,False
9950,False
9953,False
9958,False
9964,False
9968,False
9970,False
9971,False
9973,False
9981,False
9984,False
9996,False
9997,False
10002,False
10014,False
10017,False
10040,False
10044,False
10050,False
10053,False
10054,False
10055,False
10070,True
10076,False
10077,False
10078,False
10081,False
10083,False
10085,False
10088,False
10089,False
10094,False
10096,False
10097,False
10098,False
10107,True
10114,False
10120,False
10121,False
10123,False
10133,False
10140,False
10155,True
10158,False
10159,False
10167,False
10171,False
10172,False
10173,True
10176,False
10180,False
10186,False
10187,False
10192,False
10193,False
10197,False
10200,False
10202,False
10205,False
10210,False
10213,False
10214,False
10215,False
10218,False
10219,False
10220,False
10225,False
10234,False
10237,False
10248,False
10252,False
10257,False
10262,False
10266,False
10270,False
10274,False
10275,True
10287,False
10290,False
10291,False
10304,False
10306,False
10316,False
10317,False
10323,False
10328,False
10336,False
10344,False
10352,False
10359,False
10368,False
10375,False
10377,True
10380,False
10381,False
10385,False
10391,False
10395,False
10402,False
10415,False
10416,False
10417,False
10421,False
10423,True
10426,False
10427,False
10429,False
10437,False
10453,False
10455,False
10457,False
10464,False
10469,False
10472,False
10473,False
10482,False
10485,False
10486,False
10487,False
10490,False
10502,False
10508,False
10512,False
10523,False
10526,False
10529,False
10531,False
10533,False
10534,False
10536,False
10540,False
10541,False
10542,False
10549,False
10551,False
10559,False
10562,False
10563,False
10566,False
10567,False
10579,False
10583,False
10586,False
10590,False
10592,False
10595,False
10611,False
10614,False
10619,False
10620,False
10631,False
10632,False
10633,False
10634,True
10643,False
10651,False
10659,True
10661,False
10663,False
10673,False
10678,False
10681,False
10690,False
10693,False
10700,False
10704,False
10706,False
10709,False
10714,False
10719,True
10720,False
10731,False
10735,True
10741,True
10747,False
10750,False
10778,False
10779,False
10781,False
10782,False
10787,False
10788,False
10791,False
10795,False
10801,False
10802,False
10818,False
10823,False
10838,False
10848,False
10862,False
10866,False
10870,True
10874,False
10875,False
10883,False
10886,False
10888,False
10893,False
10896,False
10897,False
10900,True
10908,False
10910,False
10911,False
10915,False
10924,False
10931,False
10932,False
10934,False
10937,False
10947,False
10951,False
10955,False
10958,False
10962,False
10963,False
10964,False
10968,False
10975,True
10981,False
10984,False
10996,False
10998,False
11012,True
11016,False
11018,False
11022,False
11025,False
11047,False
11048,False
11050,False
11052,False
11056,False
11058,False
11062,False
11065,False
11067,False
11070,False
11077,False
11079,False
11084,False
11086,False
11099,False
11100,False
11102,False
11105,False
11112,False
11118,True
11126,False
11136,False
11138,False
11139,False
11148,False
11149,False
11151,False
11156,True
11159,False
11161,False
11169,False
11183,False
11186,False
11195,False
11196,False
11204,False
11206,False
11208,False
11210,False
11213,False
11218,False
11225,False
11233,False
11236,False
11242,True
11244,False
11246,False
11248,False
11255,False
11258,False
11261,True
11269,False
11270,False
11274,False
11280,False
11289,False
11290,False
11293,False
11323,False
11329,True
11341,False
11344,False
11351,True
11356,False
11366,False
11389,True
11394,False
11395,False
11397,False
11404,False
11406,False
11407,False
11413,False
11419,True
11429,False
11436,False
11444,False
11449,False
11452,False
11453,True
11461,False
11464,False
11472,False
11481,False
11484,False
11490,False
11497,False
11503,False
11504,False
11511,False
11512,True
11523,False
11532,False
11539,True
11540,False
11541,False
11546,False
11551,False
11553,False
11557,False
11563,False
11564,True
11565,True
11566,True
11570,False
11583,True
11586,False
11591,False
11596,False
11601,True
11616,False
11618,False
11620,False
11625,False
11628,False
11630,False
11631,False
11635,False
11637,False
11645,False
11646,False
11650,False
11651,False
11654,False
11660,False
11662,False
11664,True
11667,False
11668,False
11673,False
11679,False
11681,False
11684,False
11689,False
11691,True
11704,False
11706,False
11709,False
11710,False
11717,False
11720,False
11727,False
11730,False
11732,False
11733,False
11748,False
11750,False
11751,False
11753,False
11764,True
11765,False
11766,False
11782,False
11783,False
11787,False
11788,False
11789,False
11794,False
11798,True
11806,False
11809,True
11815,False
11821,False
11830,True
11842,False
11843,False
11845,False
11849,False
11852,False
11856,False
11865,False
11874,False
11875,False
11876,False
11878,False
11884,False
11886,False
11887,False
11892,False
11910,False
11918,False
11920,True
11931,False
11937,False
11942,False
11945,False
11955,True
11957,False
11960,False
11962,False
11966,False
11970,False
11971,False
11973,False
11978,False
11981,False
11990,True
11998,False
12005,True
12041,False
12051,False
12052,False
12056,False
12059,False
12064,False
12065,False
12066,False
12069,False
12075,False
12078,False
12083,False
12090,False
12092,False
12101,False
12102,False
12103,False
12104,False
12106,True
12108,False
12112,False
12114,False
12117,False
12121,False
12125,True
12132,True
12133,False
12141,False
12142,False
12146,False
12148,False
12152,False
12155,False
12157,False
12162,False
12168,False
12173,True
12180,False
12194,False
12195,False
12197,False
12200,False
12204,False
12205,False
12216,False
12219,False
12224,False
12231,False
12232,False
12240,False
12245,False
12246,False
12259,False
12262,False
12264,False
12265,False
12277,False
12283,False
12285,False
12288,False
12300,False
12303,False
12305,False
12307,False
12311,True
12312,False
12315,False
12322,False
12325,False
12328,False
12336,False
12340,False
12345,False
12354,False
12361,True
12363,False
12365,False
12372,False
12373,False
12375,False
12383,False
12384,False
12387,False
12388,False
12397,False
12399,False
12402,True
12418,False
12424,False
12425,False
12426,False
12429,False
12432,False
12437,True
12442,False
12451,False
12452,True
12457,False
12458,False
12460,False
12462,False
12464,False
12469,False
12471,False
12474,False
12476,False
12477,False
12478,False
12479,False
12482,False
12483,False
12487,False
12495,False
12499,True
12502,False
12507,False
12521,False
12527,True
12535,False
12538,False
12539,False
12542,False
12545,False
12547,False
12554,False
12558,False
12565,False
12568,False
12574,False
12581,False
12590,False
12591,False
12596,False
12600,False
12614,False
12631,False
12636,False
12647,False
12665,False
12669,False
12672,False
12682,False
12687,False
12696,False
12698,False
12703,False
12704,False
12706,False
12710,False
12713,False
12728,True
12736,False
12740,False
12744,False
12751,False
12752,False
12756,False
12765,False
12772,False
12776,True
12779,False
12806,True
12808,True
12820,False
12822,True
12823,False
12827,False
12835,False
12839,False
12845,False
12846,False
12855,False
12863,False
12866,False
12867,False
12888,False
12889,True
12904,False
12910,False
12912,False
12916,False
12917,False
12920,False
12935,False
12942,False
12959,False
12974,False
12977,False
12981,False
12982,False
12991,False
13002,False
13008,False
13012,False
13016,True
13028,False
13037,False
13051,False
13052,False
13060,False
13064,False
13069,True
13072,False
13077,False
13078,True
13084,False
13086,False
13090,False
13091,False
13092,False
13099,True
13111,False
13113,True
13114,False
13115,False
13129,False
13130,False
13135,False
13137,False
13138,False
13147,False
13157,False
13159,False
13160,False
13169,False
13171,False
13173,False
13174,False
13182,False
13184,False
13185,False
13198,False
13201,False
13209,False
13210,False
13214,False
13223,False
13226,False
13233,False
13247,False
13251,False
13258,False
13264,False
13274,False
13276,False
13280,False
13285,False
13286,False
13289,False
13293,False
13294,False
13297,False
13307,False
13311,True
13312,False
13314,False
13317,False
13319,False
13320,False
13322,False
13332,False
13334,False
13343,True
13345,False
13349,False
13354,True
13355,False
13357,True
13361,False
13369,False
13377,False
13382,False
13390,False
13396,False
13405,False
13411,False
13412,False
13417,False
13436,True
13441,False
13445,False
13446,False
13449,False
13464,True
13467,False
13491,True
13498,False
13499,False
13513,False
13519,False
13520,False
13537,False
13539,False
13541,True
13543,False
13549,False
13556,False
13562,False
13568,False
13569,False
13576,False
13577,False
13578,False
13592,False
13602,False
13607,False
13608,False
13612,False
13613,False
13619,False
13622,False
13626,False
13631,False
13641,False
13645,False
13646,False
13651,False
13653,False
13655,False
13667,False
13687,False
13695,False
13697,False
13699,False
13705,False
13708,False
13715,False
13718,True
13725,False
13727,False
13729,False
13730,False
13731,False
13739,False
13741,False
13746,False
13752,False
13755,True
13773,False
13774,False
13775,False
13776,True
13782,True
13787,False
13798,False
13799,False
13803,False
13817,False
13821,False
13839,False
13840,False
13854,False
13857,False
13866,False
13870,False
13873,False
13876,True
13877,False
13878,False
13899,False
13909,True
13910,False
13912,False
13916,False
13918,False
13925,False
13931,False
13944,False
13945,False
13948,False
13953,False
13954,False
13961,False
13971,False
13976,False
13978,False
13987,False
13988,False
13993,False
14010,False
14014,False
14031,False
14038,False
14043,True
14045,False
14052,False
14056,False
14060,False
14061,False
14064,False
14069,False
14073,False
14074,False
14086,False
14090,True
14093,False
14097,False
14102,True
14105,False
14117,False
14125,False
14128,False
14130,False
14133,False
14144,False
14150,False
14154,False
14157,False
14158,False
14161,False
14163,False
14166,False
14171,False
14172,False
14175,False
14176,False
14179,False
14180,False
14181,False
14191,False
14197,False
14201,False
14205,False
14206,False
14210,False
14217,False
14221,False
14226,False
14228,False
14233,False
14234,True
14238,False
14240,False
14251,False
14252,False
14259,False
14262,False
14263,False
14266,False
14272,False
14273,False
14277,False
14279,False
